Index	Start	End	Move	ClientAppName	ConnectionName	ClientInstance	ServerAppName	ServerInstance	ExtraData	RunId																
126	SPTMMASTERDB1	172.17.126.153	Phoenix Synthetic →NULL NULL	Phoenix	Synthetic		NULL	NULL		17																
127	SPTMMASTERDB1	SPTMMASTERDB1	TRADESRV SecId child→NULL NULL	TRADESRV	SecId	child	NULL	NULL		17																
128	SPTMMASTERDB1	SPTMMASTERDB1	DEPTHSRV SecId child→NULL NULL	DEPTHSRV	SecId	child	NULL	NULL		17																
129	SPTMTMG6	::1	QUOTESRV32 CXA →NULL NULL	QUOTESRV32	CXA		NULL	NULL		9																
130	SPTMTMG6	::1	QUOTESRV32 INSTINET CXE →NULL NULL	QUOTESRV32	INSTINET CXE		NULL	NULL		9																
131	SPTMTMG6	::1	QUOTESRV32 MVIS →NULL NULL	QUOTESRV32	MVIS		NULL	NULL		9																
132	SPTMTMG6	::1	QUOTESRV32 NZF →NULL NULL	QUOTESRV32	NZF		NULL	NULL		9																
133	SPTMTMG6	::1	DEPTHSRV32 CXA →NULL NULL	DEPTHSRV32	CXA		NULL	NULL		9																
134	SPTMTMG6	SPTMPNXDS	DEPTHSRV32 SecId →NULL NULL	DEPTHSRV32	SecId		NULL	NULL		9																
135	SPTMTMG6	::1	TRADESRV32 CXA →NULL NULL	TRADESRV32	CXA		NULL	NULL		9																
136	SPTMTMG6	::1	TRADESRV32 INSTINET CXE →NULL NULL	TRADESRV32	INSTINET CXE		NULL	NULL		9																
137	SPTMTMG6	::1	TRADESRV32 MVIS →NULL NULL	TRADESRV32	MVIS		NULL	NULL		9																
138	SPTMTMG6	::1	TRADESRV32 NZF →NULL NULL	TRADESRV32	NZF		NULL	NULL		9																
139	SPTMTMG6	SPTMPNXDS	TRADESRV32 SecId →NULL NULL	TRADESRV32	SecId		NULL	NULL		9																
140	SPTMPNXDS	SPTMPNXDS	QUOTESRV SecId test-child→NULL NULL	QUOTESRV	SecId	test-child	NULL	NULL		4																
141	SPTMPNXDS	SPTMPNXDS	QUOTESRV SecId test3→NULL NULL	QUOTESRV	SecId	test3	NULL	NULL		4																
142	SPTMPNXDS	AU03-SP-TMTMG8	QUOTESRV TMG8 test2→NULL NULL	QUOTESRV	TMG8	test2	NULL	NULL		4																
143	SPTMPNXDS	172.17.126.119	QUOTESRV TMG9 test2→NULL NULL	QUOTESRV	TMG9	test2	NULL	NULL		4																
144	SPTMPNXDS	SPTMPNXDS	QUOTESRV SecId test2→NULL NULL	QUOTESRV	SecId	test2	NULL	NULL		4																
145	SPTMPNXDS	SPTMPNXDS	TRADESRV SecId →NULL NULL	TRADESRV	SecId		NULL	NULL		4																
146	SPTMPNXDS	SPTMPNXDS	Phoenix ChainableTrades →NULL NULL	Phoenix	ChainableTrades		NULL	NULL		4																
147	SPTMPNXDS	172.17.126.213	Phoenix CrystalReports →NULL NULL	Phoenix	CrystalReports		NULL	NULL		4																
148	SPTMPNXDS	SPTMPNXDS	Phoenix DatabaseSyncEventManager →NULL NULL	Phoenix	DatabaseSyncEventManager		NULL	NULL		4																
149	SPTMPNXDS	SPTMPNXDS	Phoenix Depth →NULL NULL	Phoenix	Depth		NULL	NULL		4																
150	SPTMPNXDS	SPTMPNXDS	Phoenix ORH →NULL NULL	Phoenix	ORH		NULL	NULL		4																
151	SPTMPNXDS	SPTMPNXDS	Phoenix PriceExtra →NULL NULL	Phoenix	PriceExtra		NULL	NULL		4																
152	SPTMPNXDS	SPTMPNXDS	Phoenix Quote →NULL NULL	Phoenix	Quote		NULL	NULL		4																
153	SPTMPNXDS	SPTMMASTERDB1	Phoenix RemotePhoenix →Phoenix 	Phoenix	RemotePhoenix		Phoenix			4																
154	SPTMPNXDS	SPTMPNXDS	Phoenix SecID →NULL NULL	Phoenix	SecID		NULL	NULL	phoenix	4																
155	SPTMPNXDS	SPTMPNXDS	Phoenix Synthetic →NULL NULL	Phoenix	Synthetic		NULL	NULL		4																
156	SPTMPNXDS	AU03-SP-TMTMG8	QUOTESRV TMG8 Test→NULL NULL	QUOTESRV	TMG8	Test	NULL	NULL		4																
157	SPTMPNXDS	SPTMPNXDS	QUOTESRV SecId Test→NULL NULL	QUOTESRV	SecId	Test	NULL	NULL		4																
158	SPTMPNXDS	SPTMPNXDS	QUOTESRV SecId →NULL NULL	QUOTESRV	SecId		NULL	NULL		4																
159	SPTMPNXDS	SPTMMASTERDB1	DEPTHSRV SecId →NULL NULL	DEPTHSRV	SecId		NULL	NULL		4																
160	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV ASXREADER Child→NULL NULL	QUOTESRV	ASXREADER	Child	NULL	NULL		4																
161	AU03-SP-TMTMG8	172.17.127.40	QUOTESRV FILE Child→NULL NULL	QUOTESRV	FILE	Child	NULL	NULL		4																
162	AU03-SP-TMTMG8	SPTMPNXDS	QUOTESRV SecId Child→NULL NULL	QUOTESRV	SecId	Child	NULL	NULL		4																
163	AU03-SP-TMTMG8	AU03-SP-TMTMG8	TRADESRV LOCAL US→NULL NULL	TRADESRV	LOCAL	US	NULL	NULL		4																
164	AU03-SP-TMTMG8	SPTMPNXDS	TRADESRV SecId US→NULL NULL	TRADESRV	SecId	US	NULL	NULL		4																
165	AU03-SP-TMTMG8	AU03-SP-TMTMG8	TRADESRV DELAYEDDATABUILDER DELAYEDDATA→NULL NULL	TRADESRV	DELAYEDDATABUILDER	DELAYEDDATA	NULL	NULL		4																
166	AU03-SP-TMTMG8	SPTMPNXDS	TRADESRV SecId DELAYEDDATA→NULL NULL	TRADESRV	SecId	DELAYEDDATA	NULL	NULL		4																
167	AU03-SP-TMTMG8	AU03-SP-TMTMG8	TRADESRV CLICK →NULL NULL	TRADESRV	CLICK		NULL	NULL		4																
168	AU03-SP-TMTMG8	AU03-SP-TMTMG8	TRADESRV SFE →NULL NULL	TRADESRV	SFE		NULL	NULL		4																
169	AU03-SP-TMTMG8	AU03-SP-TMTMG8	TRADESRV TSX →NULL NULL	TRADESRV	TSX		NULL	NULL		4																
170	AU03-SP-TMTMG8	SPTMPNXDS	TRADESRV SecId →NULL NULL	TRADESRV	SecId		NULL	NULL		4																
171	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV DELAY TEST→NULL NULL	QUOTESRV	DELAY	TEST	NULL	NULL		4																
172	AU03-SP-TMTMG8	SPTMPNXDS	QUOTESRV SecId TEST→NULL NULL	QUOTESRV	SecId	TEST	NULL	NULL		4																
173	AU03-SP-TMTMG8	AU03-SP-TMTMG8	DEPTHSRV ASX SMART→NULL NULL	DEPTHSRV	ASX	SMART	NULL	NULL		4																
174	AU03-SP-TMTMG8	AU03-SP-TMTMG8	DEPTHSRV SFE SMART→NULL NULL	DEPTHSRV	SFE	SMART	NULL	NULL		4																
175	AU03-SP-TMTMG8	AU03-SP-TMTMG8	DEPTHSRV TSX SMART→NULL NULL	DEPTHSRV	TSX	SMART	NULL	NULL		4																
176	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV AOEI AOEI→NULL NULL	QUOTESRV	AOEI	AOEI	NULL	NULL		4																
177	AU03-SP-TMTMG8	SPTMPNXDS	QUOTESRV SecId AOEI→NULL NULL	QUOTESRV	SecId	AOEI	NULL	NULL		4																
178	AU03-SP-TMTMG8	SPTMPNXDS	DEPTHSRV SecId →NULL NULL	DEPTHSRV	SecId		NULL	NULL		4																
179	AU03-SP-TMTMG8	SPTMPNXDS	QUOTESRV SecId US→NULL NULL	QUOTESRV	SecId	US	NULL	NULL		4																
180	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV CLICK →NULL NULL	QUOTESRV	CLICK		NULL	NULL		4																
181	AU03-SP-TMTMG8	172.17.127.40	QUOTESRV FILE2 →NULL NULL	QUOTESRV	FILE2		NULL	NULL		4																
182	AU03-SP-TMTMG8	172.17.127.40	QUOTESRV FILEREADER →NULL NULL	QUOTESRV	FILEREADER		NULL	NULL		4																
183	AU03-SP-TMTMG8	172.17.126.54	QUOTESRV FPM →NULL NULL	QUOTESRV	FPM		NULL	NULL		4																
184	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV NZREADER →NULL NULL	QUOTESRV	NZREADER		NULL	NULL		4																
185	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV SFE →NULL NULL	QUOTESRV	SFE		NULL	NULL		4																
186	AU03-SP-TMTMG8	SPTMMASTERDB1	QUOTESRV TMGDATAMANAGER →NULL NULL	QUOTESRV	TMGDATAMANAGER		NULL	NULL		4																
187	AU03-SP-TMTMG8	AU03-SP-TMTMG8	QUOTESRV TSX →NULL NULL	QUOTESRV	TSX		NULL	NULL		4																
188	AU03-SP-TMTMG8	SPTMPNXDS	QUOTESRV SecId →NULL NULL	QUOTESRV	SecId		NULL	NULL		4																
189	SPFIXDEV	SPTMPRDIOSPLUS1	FIXPLUSTE  SPBRIDGEFIXDEV1→NULL NULL	FIXPLUSTE		SPBRIDGEFIXDEV1	NULL	NULL		16																
190	SPFIXDEV	SPTXIOSPLUS12	FIXPLUSTE  SPBRIDGEFIXDEV1→NULL NULL	FIXPLUSTE		SPBRIDGEFIXDEV1	NULL	NULL		16																
191	SPFIXDEV	SPTXIOSPLUSBMR2	FIXPLUSTE  SPBRIDGEFIXDEV1→NULL NULL	FIXPLUSTE		SPBRIDGEFIXDEV1	NULL	NULL		16																
192	SPFIXDEV	SPIOSPLUSFIXDEV1	FIXPLUSTE  SPFIXPLUSFIXDEV2→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXDEV2	NULL	NULL		16																
193	SPFIXDEV	DEVSAMIOSPLUS_TR	FIXPLUSTE  SPFIXPLUSFIXDEV1→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXDEV1	NULL	NULL		16																
194	SPFIXDEV	SPIOSPLUSFIXDEV1	FIXPLUSTE  SPFIXPLUSFIXDEV1→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXDEV1	NULL	NULL		16																
195	SPFIXDEV	SPTMIOSPLUS13	FIXPLUSTE  SPFIXPLUSFIXDEV1→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXDEV1	NULL	NULL		16																
196	SPFIXDEV	SPIOSPLUSFIXDEV1	FIXPLUSTE  SPFIXPLUSFIXDEV3→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXDEV3	NULL	NULL		16																
197	SPFIXDEV	SPIOSPLUSFIXDEV1	FIXPLUSTE  SPFIXPLUSFIXDEV5→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXDEV5	NULL	NULL		16																
198	AU03-NSMIL-PC1	SPIOSPLUSFIXDEV1	FIXPLUSTE  DEVNIKOLAFIXPLUS→NULL NULL	FIXPLUSTE		DEVNIKOLAFIXPLUS	NULL	NULL		4																
199	AU03-TESTFIX1	SPIOSPLUSFIXCI1	FIXPLUSTE  SPFIXPLUSFIXCI1→NULL NULL	FIXPLUSTE		SPFIXPLUSFIXCI1	NULL	NULL		14																
200	SPTM-IOS6	SPTMIOSPLUS13	FIXPLUSTE  FIXPLUS_13→NULL NULL	FIXPLUSTE		FIXPLUS_13	NULL	NULL		1																
201	AU03-ABROC-PC2	172.17.126.116	Phoenix CentralAccess →NULL NULL	Phoenix	CentralAccess		NULL	NULL		36																
202	AU03-ABROC-PC2	AU03-ABROC-PC2	Phoenix Configuration →NULL NULL	Phoenix	Configuration		NULL	NULL	System.Collections.Generic.List`1[System.String]	36																
203	AU03-ABROC-PC2	AU03-ABROC-PC2	Phoenix MarketReplayEx →NULL NULL	Phoenix	MarketReplayEx		NULL	NULL	System.Collections.Generic.List`1[System.String]	36																
204	AU03-ABROC-PC2	172.17.126.116	Phoenix OCH →NULL NULL	Phoenix	OCH		NULL	NULL		36																
205	AU03-ABROC-PC2	AU03-ABROC-PC2	Phoenix SecInfo →NULL NULL	Phoenix	SecInfo		NULL	NULL		36																
206	AU03-ABROC-PC2	172.17.127.58	Phoenix UserAccess →NULL NULL	Phoenix	UserAccess		NULL	NULL		36																
207	AU03-ABROC-PC2	AU03-ABROC-PC2	MSSQLSERVER AU03-ABROC-PC2 →NULL NULL	MSSQLSERVER	AU03-ABROC-PC2		NULL	NULL		36																
208	AU03-ABROC-PC2	SPTMMASTERDB1	MSSQLSERVER IRESSMASTERPHOENIXMERGED_AUSPROD_PUBLISHER →NULL NULL	MSSQLSERVER	IRESSMASTERPHOENIXMERGED_AUSPROD_PUBLISHER		NULL	NULL		36																
209	AU03-ABROC-PC2	SPTMMASTERDB1	MSSQLSERVER IRESSMASTERPHOENIXMERGED_AUSSEMIPRODPERF_PUBLISHER →NULL NULL	MSSQLSERVER	IRESSMASTERPHOENIXMERGED_AUSSEMIPRODPERF_PUBLISHER		NULL	NULL		36																
210	AU03-ABROC-PC2	SPTMMASTERDB1	MSSQLSERVER WEBIRESSONLYCLIDATA_PUBLISHER →NULL NULL	MSSQLSERVER	WEBIRESSONLYCLIDATA_PUBLISHER		NULL	NULL		36																
211	SPFIXDEV	::1	IOSPLUSSRE Archive IOS_SPIOSPLUSFIXDEV1→NULL NULL	IOSPLUSSRE	Archive	IOS_SPIOSPLUSFIXDEV1	NULL	NULL		16																
212	SPFIXDEV	::1	IOSPLUSSRE IOS IOS_SPIOSPLUSFIXDEV1→NULL NULL	IOSPLUSSRE	IOS	IOS_SPIOSPLUSFIXDEV1	NULL	NULL		16																
213	SPFIXDEV	172.17.126.163	IOSPLUSSRE Phoenix IOS_SPIOSPLUSFIXDEV1→NULL NULL	IOSPLUSSRE	Phoenix	IOS_SPIOSPLUSFIXDEV1	NULL	NULL		16																
214	SPFIXDEV	172.17.126.163	FIXPLUSTI BackupSecID FIXTI_SPIOSPLUSFIXDEV1→NULL NULL	FIXPLUSTI	BackupSecID	FIXTI_SPIOSPLUSFIXDEV1	NULL	NULL		16																
215	SPFIXDEV	172.17.126.163	FIXPLUSTI MarketInterfaces FIXTI_SPIOSPLUSFIXDEV1→NULL NULL	FIXPLUSTI	MarketInterfaces	FIXTI_SPIOSPLUSFIXDEV1	NULL	NULL		16																
216	SPFIXDEV	172.17.126.163	FIXPLUSTI Phoenix FIXTI_SPIOSPLUSFIXDEV1→NULL NULL	FIXPLUSTI	Phoenix	FIXTI_SPIOSPLUSFIXDEV1	NULL	NULL		16																
217	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS SPBRIDGEFIXDEV1→NULL NULL	FIXPLUSSRE	FIXPLUS	SPBRIDGEFIXDEV1	NULL	NULL		16																
218	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS SPFIXPLUSFIXDEV3→NULL NULL	FIXPLUSSRE	FIXPLUS	SPFIXPLUSFIXDEV3	NULL	NULL		16																
219	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS DEVDEVAMFIXPLUS2_N2→NULL NULL	FIXPLUSSRE	FIXPLUS	DEVDEVAMFIXPLUS2_N2	NULL	NULL		16																
220	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS SPFIXPLUSFIXDEV317→NULL NULL	FIXPLUSSRE	FIXPLUS	SPFIXPLUSFIXDEV317	NULL	NULL		16																
221	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS SPFIXPLUSFIXDEV5→NULL NULL	FIXPLUSSRE	FIXPLUS	SPFIXPLUSFIXDEV5	NULL	NULL		16																
222	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS SPFIXPLUSFIXDEV2→NULL NULL	FIXPLUSSRE	FIXPLUS	SPFIXPLUSFIXDEV2	NULL	NULL		16																
223	SPFIXDEV	::1	FIXPLUSSRE FIXPLUS SPFIXPLUSFIXDEV1→NULL NULL	FIXPLUSSRE	FIXPLUS	SPFIXPLUSFIXDEV1	NULL	NULL		16																
224	AU03-NSMIL-PC1	127.0.0.1	FIXPLUSSRE FIXPLUS DEVNIKOLAFIXPLUS→NULL NULL	FIXPLUSSRE	FIXPLUS	DEVNIKOLAFIXPLUS	NULL	NULL		4																
225	AU03-TESTFIX1	AU03-TESTFIX1	IOSPLUSSRE Archive IOS_SPIOSPLUSFIXCI1→NULL NULL	IOSPLUSSRE	Archive	IOS_SPIOSPLUSFIXCI1	NULL	NULL		14																
226	AU03-TESTFIX1	AU03-TESTFIX1	IOSPLUSSRE IOS IOS_SPIOSPLUSFIXCI1→NULL NULL	IOSPLUSSRE	IOS	IOS_SPIOSPLUSFIXCI1	NULL	NULL		14																
227	AU03-TESTFIX1	172.17.126.163	IOSPLUSSRE Phoenix IOS_SPIOSPLUSFIXCI1→NULL NULL	IOSPLUSSRE	Phoenix	IOS_SPIOSPLUSFIXCI1	NULL	NULL		14																
228	AU03-TESTFIX1	AU03-TESTFIX1	FIXPLUSSRE FIXPLUS SPFIXPLUSFIXCI1→NULL NULL	FIXPLUSSRE	FIXPLUS	SPFIXPLUSFIXCI1	NULL	NULL		14																
229	AU03-DMCDONNPC1	172.17.127.60	TIAPP BackupSecID FIXTI_TITEST2→NULL NULL	TIAPP	BackupSecID	FIXTI_TITEST2	NULL	NULL		19																
230	AU03-DMCDONNPC1	172.17.127.60	TIAPP MarketInterfaces FIXTI_TITEST2→NULL NULL	TIAPP	MarketInterfaces	FIXTI_TITEST2	NULL	NULL		19																
231	AU03-DMCDONNPC1	172.17.127.60	TIAPP Phoenix FIXTI_TITEST2→NULL NULL	TIAPP	Phoenix	FIXTI_TITEST2	NULL	NULL		19																
232	SPTM-IOS6	SPTM-IOS6	IOSPLUSSRE Archive IOS_SPTXIOSPLUS13→NULL NULL	IOSPLUSSRE	Archive	IOS_SPTXIOSPLUS13	NULL	NULL		1																
233	SPTM-IOS6	SPTM-IOS6	IOSPLUSSRE IOS IOS_SPTXIOSPLUS13→NULL NULL	IOSPLUSSRE	IOS	IOS_SPTXIOSPLUS13	NULL	NULL		1																
234	SPTM-IOS6	172.17.127.58	IOSPLUSSRE Phoenix IOS_SPTXIOSPLUS13→NULL NULL	IOSPLUSSRE	Phoenix	IOS_SPTXIOSPLUS13	NULL	NULL		1																
235	SPTM-IOS6	SPTM-IOS6	IOSPLUSSRE Archive IOS_SPTMIOSPLUS13→NULL NULL	IOSPLUSSRE	Archive	IOS_SPTMIOSPLUS13	NULL	NULL		1																
236	SPTM-IOS6	SPTM-IOS6	IOSPLUSSRE IOS IOS_SPTMIOSPLUS13→NULL NULL	IOSPLUSSRE	IOS	IOS_SPTMIOSPLUS13	NULL	NULL		1																
237	SPTM-IOS6	172.17.127.58	IOSPLUSSRE Phoenix IOS_SPTMIOSPLUS13→NULL NULL	IOSPLUSSRE	Phoenix	IOS_SPTMIOSPLUS13	NULL	NULL		1																
238	SPTM-IOS6	SPTMPNXDS	ASXTI BackupSecID ASX_SPTXIOSPLUS4ASXTI→NULL NULL	ASXTI	BackupSecID	ASX_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
239	SPTM-IOS6	SPTMPNXDS	ASXTI MarketInterfaces ASX_SPTXIOSPLUS4ASXTI→NULL NULL	ASXTI	MarketInterfaces	ASX_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
240	SPTM-IOS6	SPTMPNXDS	ASXTI Phoenix ASX_SPTXIOSPLUS4ASXTI→NULL NULL	ASXTI	Phoenix	ASX_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
241	SPTM-IOS6	SPTM-IOS6	IOSPLUSSRE Archive IOS_SPTXIOSPLUS4ASXTI→NULL NULL	IOSPLUSSRE	Archive	IOS_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
242	SPTM-IOS6	SPTM-IOS6	IOSPLUSSRE IOS IOS_SPTXIOSPLUS4ASXTI→NULL NULL	IOSPLUSSRE	IOS	IOS_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
243	SPTM-IOS6	SPTMPNXDS	IOSPLUSSRE Phoenix IOS_SPTXIOSPLUS4ASXTI→NULL NULL	IOSPLUSSRE	Phoenix	IOS_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
244	SPTM-IOS6	SPTMPNXDS	CXATI BackupSecID CXA_SPTXIOSPLUS4ASXTI→NULL NULL	CXATI	BackupSecID	CXA_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
245	SPTM-IOS6	SPTMPNXDS	CXATI MarketInterfaces CXA_SPTXIOSPLUS4ASXTI→NULL NULL	CXATI	MarketInterfaces	CXA_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
246	SPTM-IOS6	SPTMPNXDS	CXATI Phoenix CXA_SPTXIOSPLUS4ASXTI→NULL NULL	CXATI	Phoenix	CXA_SPTXIOSPLUS4ASXTI	NULL	NULL		1																
247	SPTM-IOS6	172.17.127.58	ASXTI BackupSecID ASX_SPTXIOSPLUS13→NULL NULL	ASXTI	BackupSecID	ASX_SPTXIOSPLUS13	NULL	NULL		1																
248	SPTM-IOS6	172.17.127.58	ASXTI MarketInterfaces ASX_SPTXIOSPLUS13→NULL NULL	ASXTI	MarketInterfaces	ASX_SPTXIOSPLUS13	NULL	NULL		1																
249	SPTM-IOS6	172.17.127.58	ASXTI Phoenix ASX_SPTXIOSPLUS13→NULL NULL	ASXTI	Phoenix	ASX_SPTXIOSPLUS13	NULL	NULL		1																
250	SPTM-IOS6	172.17.127.58	FIXPLUSTI BackupSecID FIXTI_SPTMIOSPLUS13→NULL NULL	FIXPLUSTI	BackupSecID	FIXTI_SPTMIOSPLUS13	NULL	NULL		1																
251	SPTM-IOS6	172.17.127.58	FIXPLUSTI MarketInterfaces FIXTI_SPTMIOSPLUS13→NULL NULL	FIXPLUSTI	MarketInterfaces	FIXTI_SPTMIOSPLUS13	NULL	NULL		1																
252	SPTM-IOS6	172.17.127.58	FIXPLUSTI Phoenix FIXTI_SPTMIOSPLUS13→NULL NULL	FIXPLUSTI	Phoenix	FIXTI_SPTMIOSPLUS13	NULL	NULL		1																
253	SPTM-IOS6	172.17.127.58	ASXTI BackupSecID ASX_SPTMIOSPLUS13→NULL NULL	ASXTI	BackupSecID	ASX_SPTMIOSPLUS13	NULL	NULL		1																
254	SPTM-IOS6	172.17.127.58	ASXTI MarketInterfaces ASX_SPTMIOSPLUS13→NULL NULL	ASXTI	MarketInterfaces	ASX_SPTMIOSPLUS13	NULL	NULL		1																
255	SPTM-IOS6	172.17.127.58	ASXTI Phoenix ASX_SPTMIOSPLUS13→NULL NULL	ASXTI	Phoenix	ASX_SPTMIOSPLUS13	NULL	NULL		1																
256	SPTMMASTERDB1	172.17.126.153	Phoenix BestExecution →NULL NULL	Phoenix	BestExecution		NULL	NULL	System.Collections.Generic.List`1[System.String]	17																
257	SPTMMASTERDB1	172.17.126.116	Phoenix CentralAccess →NULL NULL	Phoenix	CentralAccess		NULL	NULL		17																
258	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix Configuration →NULL NULL	Phoenix	Configuration		NULL	NULL	System.Collections.Generic.List`1[System.String]	17																
259	SPTMMASTERDB1	172.17.126.153	Phoenix MarketReplayEx →NULL NULL	Phoenix	MarketReplayEx		NULL	NULL	System.Collections.Generic.List`1[System.String]	17																
260	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix Replication →NULL NULL	Phoenix	Replication		NULL	NULL		17																
261	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix SecInfo →NULL NULL	Phoenix	SecInfo		NULL	NULL		17																
262	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix TradesRemote →NULL NULL	Phoenix	TradesRemote		NULL	NULL	System.Collections.Generic.List`1[System.String]	17																
263	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix TSSql →NULL NULL	Phoenix	TSSql		NULL	NULL	System.Collections.Generic.List`1[System.String]	17																
264	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix TSSqlLocal →NULL NULL	Phoenix	TSSqlLocal		NULL	NULL	System.Collections.Generic.List`1[System.String]	17																
265	SPTMMASTERDB1	SPTMMASTERDB1	Phoenix UserAccess →NULL NULL	Phoenix	UserAccess		NULL	NULL		17																
266	SPTMPNXDS	172.17.126.153	Phoenix BestExecution →NULL NULL	Phoenix	BestExecution		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
267	SPTMPNXDS	172.17.126.116	Phoenix CentralAccess →NULL NULL	Phoenix	CentralAccess		NULL	NULL		4																
268	SPTMPNXDS	SPTMMASTERDB1	Phoenix Configuration →NULL NULL	Phoenix	Configuration		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
269	SPTMPNXDS	SPTMMASTERDB1	Phoenix DepthReplay →NULL NULL	Phoenix	DepthReplay		NULL	NULL		4																
270	SPTMPNXDS	172.17.126.235	Phoenix FinancialData →NULL NULL	Phoenix	FinancialData		NULL	NULL		4																
271	SPTMPNXDS	172.17.126.153	Phoenix MarketReplayEx →NULL NULL	Phoenix	MarketReplayEx		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
272	SPTMPNXDS	SPTMMASTERDB1	Phoenix MktShare →NULL NULL	Phoenix	MktShare		NULL	NULL		4																
273	SPTMPNXDS	172.17.126.116	Phoenix OCH →NULL NULL	Phoenix	OCH		NULL	NULL		4																
274	SPTMPNXDS	SPTMMASTERDB1	Phoenix Opinion →NULL NULL	Phoenix	Opinion		NULL	NULL		4																
275	SPTMPNXDS	SPTMPNXDS	Phoenix OptParam →NULL NULL	Phoenix	OptParam		NULL	NULL		4																
276	SPTMPNXDS	SPTMPNXDS	Phoenix Replication →NULL NULL	Phoenix	Replication		NULL	NULL		4																
277	SPTMPNXDS	SPTMPNXDS	Phoenix SecInfo →NULL NULL	Phoenix	SecInfo		NULL	NULL		4																
278	SPTMPNXDS	172.17.126.195	Phoenix TimeSeries →NULL NULL	Phoenix	TimeSeries		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
279	SPTMPNXDS	SPTMMASTERDB1	Phoenix TradesRemote →NULL NULL	Phoenix	TradesRemote		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
280	SPTMPNXDS	SPTMMASTERDB1	Phoenix TSSql →NULL NULL	Phoenix	TSSql		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
281	SPTMPNXDS	SPTMPNXDS	Phoenix TSSqlLocal →NULL NULL	Phoenix	TSSqlLocal		NULL	NULL	System.Collections.Generic.List`1[System.String]	4																
282	SPTMPNXDS	SPTMPNXDS	Phoenix UserAccess →NULL NULL	Phoenix	UserAccess		NULL	NULL		4																
																										
