Index	Parent	Start	Move	End	Tags	Origin	Date	Video	Description
110	103		Perturbed						Perturbed
111	103		Abrasive						Abrasive
112	103		Stewing						Stewing
113	103		Seething						Seething
114	103		Livid						Livid
115	103		Confrontive						Confrontive
116	103		Pissedoff						Pissedoff
117	103		Bristling						Bristling
118	103		Dangerous						Dangerous
119	103		Galled						Galled
120	103		Bugged						Bugged
121	103		Disgruntled						Disgruntled
122	103		Contentious						Contentious
123	103		Abusive						Abusive
124	103		Enraged						Enraged
125	103		Surly						Surly
126	103		Bloodthirsty						Bloodthirsty
127	103		Hostile						Hostile
128	103		Insulting						Insulting
129	103		Disgusted						Disgusted
130	103		Exasperated						Exasperated
131	103		Repulsed						Repulsed
132	103		Steamed						Steamed
133	103		Dismayed						Dismayed
134	103		Frustrated						Frustrated
135	103		Revolted						Revolted
136	103		Troubled						Troubled
137	103		Cranky						Cranky
138	103		Horrified						Horrified
139	103		Furious						Furious
140	103		Outraged						Outraged
141	103		Tickedoff						Tickedoff
142	103		Riled						Riled
143	103		Nauseated						Nauseated
144	103		Vicious						Vicious
145	103		Wary						Wary
146	103		Sore						Sore
147	103		Annoyed						Annoyed
148	103		Upset						Upset
149	103		Hateful						Hateful
150	103		Unpleasant						Unpleasant
151	103		Offensive						Offensive
152	103		Bitter						Bitter
153	103		Aggressive						Aggressive
154	103		Aggravated						Aggravated
155	103		Appalled						Appalled
156	103		Resentful						Resentful
157	103		Inflamed						Inflamed
158	103		Provoked						Provoked
159	103		Incensed						Incensed
160	103		Infuriated						Infuriated
161	103		Cross						Cross
162	103		Workedup						Workedup
163	103		Boiling						Boiling
164	103		Fuming						Fuming
165	0		Bored						Bored
166	165		Mundane						Mundane
167	165		Listless						Listless
168	165		Understimulated						Understimulated
169	165		Dreary						Dreary
170	165		Tedious						Tedious
171	165		Unchallenged						Unchallenged
172	165		Bland						Bland
173	0		Hurtful						Hurtful
174	173		Mean						Mean
175	173		Enraged						Enraged
176	173		Rude						Rude
177	173		Retaliatory						Retaliatory
178	173		Menacing						Menacing
179	173		Ruthless						Ruthless
180	173		Mouthy						Mouthy
181	173		Nasty						Nasty
182	173		Dangerous						Dangerous
183	173		Vengeful						Vengeful
184	173		Offensive						Offensive
185	173		Malicious						Malicious
186	173		Malignant						Malignant
187	173		Malevolent						Malevolent
188	173		Cruel						Cruel
189	173		Manipulative						Manipulative
190	173		Sadistic						Sadistic
191	173		Harmful						Harmful
192	173		Controlling						Controlling
193	0		Vulnerable						Vulnerable
194	193		Exposed						Exposed
195	193		Bullied						Bullied
196	193		Corralled						Corralled
197	193		Small						Small
198	193		Susceptible						Susceptible
199	193		Expendable						Expendable
200	193		Bare						Bare
201	193		Raw						Raw
202	193		Delicate						Delicate
203	193		Oneupped						Oneupped
204	193		Weak						Weak
205	193		Obscured						Obscured
206	193		Little						Little
207	193		Eclipsed						Eclipsed
208	193		Controlled						Controlled
209	193		Conned						Conned
210	193		Conspicuous						Conspicuous
211	193		Sensitive						Sensitive
212	193		Constrained						Constrained
213	193		Blind						Blind
214	193		Bested						Bested
215	193		Lost						Lost
216	193		Broken						Broken
217	193		Onedown						Onedown
218	193		Open						Open
219	193		Captive						Captive
220	0		Embarrassed						Embarrassed
221	220		Humiliated						Humiliated
222	220		Ashamed						Ashamed
223	220		Clumsy						Clumsy
224	220		Uncomfortable						Uncomfortable
225	220		Mortified						Mortified
226	220		Awkward						Awkward
227	220		Silly						Silly
228	220		Disgraced						Disgraced
229	220		Conspicuous						Conspicuous
230	220		Foolish						Foolish
231	220		Absurd						Absurd
232	0		Guilty						Guilty
233	232		Undeserving						Undeserving
234	232		Responsible						Responsible
235	232		Rueful						Rueful
236	232		Contrite						Contrite
237	232		Regretful						Regretful
238	232		Accountable						Accountable
239	232		Remorseful						Remorseful
240	232		Culpable						Culpable
241	232		Deceitful						Deceitful
242	232		Wrong						Wrong
243	232		Atfault						Atfault
244	232		Faulty						Faulty
245	0		Alone						Alone
246	245		Abandoned						Abandoned
247	245		Antisocial						Antisocial
248	245		Outnumbered						Outnumbered
249	245		Loveless						Loveless
250	245		Estranged						Estranged
251	245		Bypassed						Bypassed
252	245		Dissociated						Dissociated
253	245		Longing						Longing
254	245		Inaccessible						Inaccessible
255	245		Friendless						Friendless
256	245		Needy						Needy
257	245		Disregarded						Disregarded
258	245		Distant						Distant
259	245		Alienated						Alienated
260	245		Desolate						Desolate
261	245		Avoided						Avoided
262	245		Apart						Apart
263	245		Disliked						Disliked
264	245		Deserted						Deserted
265	245		Aloof						Aloof
266	245		Ignored						Ignored
267	245		Dispossessed						Dispossessed
268	245		Rejected						Rejected
269	245		Isolated						Isolated
270	245		Excluded						Excluded
271	245		Jilted						Jilted
272	0		Lost						Lost
273	272		Rudderless						Rudderless
274	272		Planless						Planless
275	272		Scattered						Scattered
276	272		Seeking						Seeking
277	272		Stranded						Stranded
278	272		Stumped						Stumped
279	0		Confused						Confused
280	279		Ambivalent						Ambivalent
281	279		Puzzled						Puzzled
282	279		Uncertain						Uncertain
283	279		Conflicted						Conflicted
284	279		Indecisive						Indecisive
285	279		Hesitant						Hesitant
286	279		Misgiving						Misgiving
287	279		Lost						Lost
288	279		Unsure						Unsure
289	279		Uneasy						Uneasy
290	279		Ataloss						Ataloss
291	279		Tense						Tense
292	279		Perplexed						Perplexed
293	279		Flustered						Flustered
294	279		Befuddled						Befuddled
295	279		Disconcerted						Disconcerted
296	279		Mystified						Mystified
297	279		Bewildered						Bewildered
298	279		Anxious						Anxious
299	279		Muddled						Muddled
300	279		Baffled						Baffled
301	279		Addled						Addled
302	279		Distracted						Distracted
303	279		Doubtful						Doubtful
304	0		Shocked						Shocked
305	304		Agape						Agape
306	304		Aghast						Aghast
307	304		Agog						Agog
308	304		Flabbergasted						Flabbergasted
309	304		Stricken						Stricken
310	304		Jolted						Jolted
311	304		Stunned						Stunned
312	304		Dumbstruck						Dumbstruck
313	304		Startled						Startled
314	304		Jarred						Jarred
315	304		Astonished						Astonished
316	304		Rattled						Rattled
317	304		Dumbfounded						Dumbfounded
318	304		Dazed						Dazed
319	304		Stupefied						Stupefied
320	304		Dumfounded						Dumfounded
321	304		Astounded						Astounded
322	304		Awestruck						Awestruck
323	0		Negative						Negative
324	323		Averse						Averse
325	323		Hesitant						Hesitant
326	323		Against						Against
327	323		Opposed						Opposed
328	323		Quarrelsome						Quarrelsome
329	323		Resistant						Resistant
330	323		Disharmonious						Disharmonious
331	323		Rebellious						Rebellious
332	323		Oppositional						Oppositional
333	323		Stubborn						Stubborn
334	323		Recalcitrant						Recalcitrant
335	0		Tired						Tired
336	335		Battleworn						Battleworn
337	335		Worn						Worn
338	335		Overdrawn						Overdrawn
339	335		Drained						Drained
340	335		Stretched						Stretched
341	335		Pooped						Pooped
342	335		Strained						Strained
343	335		Faint						Faint
344	335		Bedraggled						Bedraggled
345	335		Driedup						Driedup
346	335		Listless						Listless
347	335		Limp						Limp
348	335		Overloaded						Overloaded
349	335		Harried						Harried
350	335		Hassled						Hassled
351	335		Downtrodden						Downtrodden
352	335		Depleted						Depleted
353	335		Exhausted						Exhausted
354	335		Donein						Donein
355	335		Fried						Fried
356	335		Weary						Weary
357	335		Finished						Finished
358	335		Dispirited						Dispirited
359	335		Spent						Spent
360	335		Careworn						Careworn
361	335		Usedup						Usedup
362	0		Afraid						Afraid
363	362		Fear						Fear
364	362		Boxedin						Boxedin
365	362		Cornered						Cornered
366	362		Chilled						Chilled
367	362		Suspicious						Suspicious
368	362		Anxious						Anxious
369	362		Doubtful						Doubtful
370	362		Cowardly						Cowardly
371	362		Quaking						Quaking
372	362		Menaced						Menaced
373	362		Wary						Wary
374	362		Frightened						Frightened
375	362		Jittery						Jittery
376	362		Jumpy						Jumpy
377	362		Scared						Scared
378	362		Threatened						Threatened
379	362		Terrified						Terrified
380	362		Spooked						Spooked
381	362		Shaken						Shaken
382	362		Uneasy						Uneasy
383	362		Overwhelmed						Overwhelmed
384	362		Alarmed						Alarmed
385	362		Worried						Worried
386	0		Anxious						Anxious
387	386		Daunted						Daunted
388	386		Timid						Timid
389	386		Knotted						Knotted
390	386		Selfconscious						Selfconscious
391	386		Neurotic						Neurotic
392	386		Restless						Restless
393	386		Fretful						Fretful
394	386		Stressed						Stressed
395	386		Guarded						Guarded
396	386		Ruffled						Ruffled
397	386		Skittish						Skittish
398	386		Preoccupied						Preoccupied
399	386		Frantic						Frantic
400	386		Pellmell						Pellmell
401	386		Obsessive						Obsessive
402	386		Shy						Shy
403	386		Overcome						Overcome
404	386		Shaky						Shaky
405	386		Jangled						Jangled
406	386		Insecure						Insecure
407	386		Nervous						Nervous
408	386		Dreading						Dreading
409	386		Panicky						Panicky
410	386		Unnerved						Unnerved
411	386		Cautious						Cautious
412	386		Antsy						Antsy
413	0		Hurt						Hurt
414	413		Invalidated						Invalidated
415	413		Chastised						Chastised
416	413		Invisible						Invisible
417	413		Ridiculed						Ridiculed
418	413		Screwed						Screwed
419	413		Wronged						Wronged
420	413		Abased						Abased
421	413		Punched						Punched
422	413		Humiliated						Humiliated
423	413		Squashed						Squashed
424	413		Burned						Burned
425	413		Blamed						Blamed
426	413		Annihilated						Annihilated
427	413		Rebuffed						Rebuffed
428	413		Brutalized						Brutalized
429	413		Bushwhacked						Bushwhacked
430	413		Laughedat						Laughedat
431	413		Agonized						Agonized
432	413		Heartbroken						Heartbroken
433	413		Disrespected						Disrespected
434	413		Victimized						Victimized
435	413		Insulted						Insulted
436	413		Jilted						Jilted
437	413		Cheated						Cheated
438	413		Devalued						Devalued
439	413		Forgotten						Forgotten
440	413		Intimidated						Intimidated
441	413		Neglected						Neglected
442	413		Defeated						Defeated
443	413		Persecuted						Persecuted
444	413		Putdown						Putdown
445	413		Oppressed						Oppressed
446	413		Slighted						Slighted
447	413		Aching						Aching
448	413		Afflicted						Afflicted
449	413		Injured						Injured
450	413		Offended						Offended
451	413		Rejected						Rejected
452	413		Assaulted						Assaulted
453	413		Dejected						Dejected
454	413		Tortured						Tortured
455	413		Pained						Pained
456	413		Deprived						Deprived
457	413		Tormented						Tormented
458	413		Bleeding						Bleeding
459	413		Crushed						Crushed
460	413		Abused						Abused
461	413		Damaged						Damaged
462	413		Ignored						Ignored
463	413		Snubbed						Snubbed
464	413		Diminished						Diminished
465	413		Betrayed						Betrayed
466	413		Deflated						Deflated
467	0		Victimized						Victimized
468	467		Bullied						Bullied
469	467		Quashed						Quashed
470	467		Mistreated						Mistreated
471	467		Scapegoated						Scapegoated
472	467		Eviscerated						Eviscerated
473	467		Jinxed						Jinxed
474	467		Hoodwinked						Hoodwinked
475	467		Suffocated						Suffocated
476	467		Intrudedupon						Intrudedupon
477	467		Erased						Erased
478	467		Setup						Setup
479	467		Objectified						Objectified
480	467		Railroaded						Railroaded
481	467		Reamed						Reamed
482	467		Denounced						Denounced
483	467		Emasculated						Emasculated
484	467		Controlled						Controlled
485	467		Denigrated						Denigrated
486	467		Deceived						Deceived
487	467		Bamboozled						Bamboozled
488	467		Abused						Abused
489	467		Crushed						Crushed
490	467		Duped						Duped
491	467		Devoured						Devoured
492	467		Dumpedon						Dumpedon
493	467		Cuckolded						Cuckolded
494	467		Cursed						Cursed
495	467		Degraded						Degraded
496	467		Damned						Damned
497	467		Debased						Debased
498	467		Cheated						Cheated
499	467		Cheatedon						Cheatedon
500	467		Deprived						Deprived
501	467		Crucified						Crucified
502	0		Inadequate						Inadequate
503	502		Mediocre						Mediocre
504	502		Unworthy						Unworthy
505	502		Incompetent						Incompetent
506	502		Spineless						Spineless
507	502		Insecure						Insecure
508	502		Meek						Meek
509	502		Insufficient						Insufficient
510	502		Powerless						Powerless
511	502		Helpless						Helpless
512	502		Inferior						Inferior
513	502		Incapable						Incapable
514	502		Useless						Useless
515	502		Inept						Inept
516	502		Unworthy						Unworthy
517	502		Weak						Weak
518	502		Pathetic						Pathetic
519	502		Worthless						Worthless
520	502		Onedown						Onedown
521	502		Deficient						Deficient
522	502		Enfeebled						Enfeebled
523	502		Secondrate						Secondrate
524	0		Helpless						Helpless
525	524		Incapable						Incapable
526	524		Controlled						Controlled
527	524		Stifled						Stifled
528	524		Impotent						Impotent
529	524		Paralyzed						Paralyzed
530	524		Straightjacketed						Straightjacketed
531	524		Stuck						Stuck
532	524		Stonewalled						Stonewalled
533	524		Micromanaged						Micromanaged
534	524		Lame						Lame
535	524		Useless						Useless
536	524		Vulnerable						Vulnerable
537	524		Hindered						Hindered
538	524		Immobile						Immobile
539	524		Ineffective						Ineffective
540	524		Futile						Futile
541	524		Forced						Forced
542	524		Despairing						Despairing
543	524		Distressed						Distressed
544	524		Pathetic						Pathetic
545	524		Dominated						Dominated
546	524		Tragic						Tragic
547	524		Woeful						Woeful
548	524		Frustrated						Frustrated
549	524		Hesitant						Hesitant
550	524		Empty						Empty
551	524		Inferior						Inferior
552	524		Fatigued						Fatigued
553	524		Alone						Alone
554	524		Overwhelmed						Overwhelmed
555	0		Indifferent						Indifferent
556	555		Apathetic						Apathetic
557	555		Lifeless						Lifeless
558	555		Empty						Empty
559	555		Bland						Bland
560	555		Robotic						Robotic
561	555		Dead						Dead
562	555		Disinterested						Disinterested
563	555		Emotionless						Emotionless
564	555		Lackadaisical						Lackadaisical
565	555		Banal						Banal
566	555		Blasé						Blasé
567	555		Cavalier						Cavalier
568	555		Cold						Cold
569	555		Bored						Bored
570	555		Absent						Absent
571	555		Neutral						Neutral
572	555		Weary						Weary
573	555		Reserved						Reserved
574	555		Nonchalant						Nonchalant
575	555		Insensitive						Insensitive
576	555		Uncaring						Uncaring
577	555		Dulled						Dulled
578	555		Mindless						Mindless
579	0		Happy						Happy
580	579		Joyous						Joyous
581	579		Mirthful						Mirthful
582	579		Peachy						Peachy
583	579		Fortunate						Fortunate
584	579		Giddy						Giddy
585	579		Exuberant						Exuberant
586	579		Buoyant						Buoyant
587	579		Delighted						Delighted
588	579		Overjoyed						Overjoyed
589	579		Gleeful						Gleeful
590	579		Thankful						Thankful
591	579		Festive						Festive
592	579		Ecstatic						Ecstatic
593	579		Satisfied						Satisfied
594	579		Glad						Glad
595	579		Cheerful						Cheerful
596	579		Sunny						Sunny
597	579		Merry						Merry
598	579		Perky						Perky
599	579		Jubilant						Jubilant
600	579		Elated						Elated
601	579		Delirious						Delirious
602	579		Soaring						Soaring
603	579		Important						Important
604	579		Lucky						Lucky
605	579		Great						Great
606	579		Sparkling						Sparkling
607	579		Bouncy						Bouncy
608	579		Blissful						Blissful
609	0		Open						Open
610	609		Understanding						Understanding
611	609		Ready						Ready
612	609		Confident						Confident
613	609		Reliable						Reliable
614	609		Kind						Kind
615	609		Accepting						Accepting
616	609		Receptive						Receptive
617	609		Satisfied						Satisfied
618	609		Sympathetic						Sympathetic
619	609		Adventurous						Adventurous
620	609		Funloving						Funloving
621	609		Boundless						Boundless
622	609		Exultant						Exultant
623	609		Interested						Interested
624	609		Free						Free
625	609		Amazed						Amazed
626	609		Easy						Easy
627	609		Aboard						Aboard
628	0		Alive						Alive
629	628		Playful						Playful
630	628		Courageous						Courageous
631	628		Energetic						Energetic
632	628		Glowing						Glowing
633	628		Spunky						Spunky
634	628		Liberated						Liberated
635	628		Optimistic						Optimistic
636	628		Peppy						Peppy
637	628		Reborn						Reborn
638	628		Provocative						Provocative
639	628		Impulsive						Impulsive
640	628		Free						Free
641	628		Frisky						Frisky
642	628		Animated						Animated
643	628		Electric						Electric
644	628		Spirited						Spirited
645	628		Thrilled						Thrilled
646	628		Wonderful						Wonderful
647	628		Awake						Awake
648	628		Colorful						Colorful
649	628		Glorious						Glorious
650	0		Good						Good
651	650		Serene						Serene
652	650		Relaxed						Relaxed
653	650		Deserving						Deserving
654	650		Calm						Calm
655	650		Decent						Decent
656	650		Pleasant						Pleasant
657	650		Atease						Atease
658	650		Comfortable						Comfortable
659	650		Pleased						Pleased
660	650		Clean						Clean
661	650		Fabulous						Fabulous
662	650		Encouraged						Encouraged
663	650		Surprised						Surprised
664	650		Extraordinary						Extraordinary
665	650		Smart						Smart
666	650		Clever						Clever
667	650		Content						Content
668	650		Quiet						Quiet
669	650		Bright						Bright
670	650		Pleased						Pleased
671	650		Reassured						Reassured
672	650		Sure						Sure
673	650		Certain						Certain
674	0		Loving						Loving
675	674		Considerate						Considerate
676	674		Admiration						Admiration
677	674		Passionate						Passionate
678	674		Devoted						Devoted
679	674		Attracted						Attracted
680	674		Cuddly						Cuddly
681	674		Tender						Tender
682	674		Sensitive						Sensitive
683	674		Caring						Caring
684	674		Affectionate						Affectionate
685	674		Love						Love
686	674		Connection						Connection
687	674		Warmth						Warmth
688	0		Interested						Interested
689	688		Engrossed						Engrossed
690	688		Snoopy						Snoopy
691	688		Nosy						Nosy
692	688		Concerned						Concerned
693	688		Affected						Affected
694	688		Intrigued						Intrigued
695	688		Fascinated						Fascinated
696	688		Inquisitive						Inquisitive
697	688		Rapt						Rapt
698	688		Absorbed						Absorbed
699	688		Curious						Curious
700	688		Attentive						Attentive
701	688		Aware						Aware
702	688		Imaginative						Imaginative
703	0		Strong						Strong
704	703		Hardy						Hardy
705	703		Tenacious						Tenacious
706	703		Resolute						Resolute
707	703		Stable						Stable
708	703		Authoritative						Authoritative
709	703		Persevering						Persevering
710	703		Revitalized						Revitalized
711	703		Brave						Brave
712	703		Unique						Unique
713	703		Dynamic						Dynamic
714	703		Nervy						Nervy
715	703		Moral						Moral
716	703		Influential						Influential
717	703		Feisty						Feisty
718	703		Rebellious						Rebellious
719	703		Outspoken						Outspoken
720	703		Sure						Sure
721	703		Ethical						Ethical
722	703		Certain						Certain
723	703		Free						Free
724	703		Clear						Clear
725	703		Graceful						Graceful
726	703		Incontrol						Incontrol
727	703		Confrontive						Confrontive
728	703		Reliable						Reliable
729	703		Able						Able
730	703		Accomplished						Accomplished
731	703		Assertive						Assertive
732	703		Assured						Assured
733	703		Solid						Solid
734	703		Capable						Capable
735	703		Competent						Competent
736	703		Courageous						Courageous
737	703		Hardy						Hardy
738	0		Positive						Positive
739	738		Enthusiastic						Enthusiastic
740	738		Excited						Excited
741	738		Eager						Eager
742	738		Keen						Keen
743	738		Earnest						Earnest
744	738		Intent						Intent
745	738		Determined						Determined
746	738		Inspired						Inspired
747	738		Complimented						Complimented
748	738		Productive						Productive
749	738		Pumped						Pumped
750	738		Sincere						Sincere
751	738		Hopeful						Hopeful
752	0		Acceptable						Acceptable
753	752		Adequate						Adequate
754	752		Okay						Okay
755	752		Goodenough						Goodenough
756	752		Average						Average
757	752		Functional						Functional
758	752		Legitimate						Legitimate
759	0		Caredfor						Caredfor
760	759		Admired						Admired
761	759		Pampered						Pampered
762	759		Appreciated						Appreciated
763	759		Accommodated						Accommodated
764	759		Esteemed						Esteemed
765	759		Honored						Honored
766	0		Thankful						Thankful
767	766		Appreciative						Appreciative
768	766		Grateful						Grateful
769	766		Obliged						Obliged
770	766		Beholden						Beholden
771	766		Owing						Owing
772	0		Smart						Smart
773	772		Heady						Heady
774	772		Intelligent						Intelligent
775	772		Bright						Bright
776	772		Accurate						Accurate
777	772		Brainy						Brainy
778	772		Focused						Focused
779	772		Brilliant						Brilliant
780	772		Knowing						Knowing
781	772		Decisive						Decisive
782	772		Clear						Clear
783	772		Quick						Quick
784	772		Informed						Informed
785	772		Observant						Observant
786	772		Articulate						Articulate
787	772		Imaginative						Imaginative
788	772		Logical						Logical
789	772		Mature						Mature
790	772		Sagacious						Sagacious
791	772		Wise						Wise
792	772		Skilled						Skilled
793	772		Thoughtful						Thoughtful
794	772		Sensible						Sensible
795	0		Caring						Caring
796	795		Benevolent						Benevolent
797	795		Loving						Loving
798	795		Intune						Intune
799	795		Connected						Connected
800	795		Empathetic						Empathetic
801	795		Selfless						Selfless
802	795		Sympathetic						Sympathetic
803	795		Gracious						Gracious
804	795		Dedicated						Dedicated
805	795		Attached						Attached
806	795		Loyal						Loyal
807	795		Generous						Generous
808	795		Affectionate						Affectionate
809	795		Responsible						Responsible
810	795		Warm						Warm
811	795		Nurturing						Nurturing
812	795		Cuddly						Cuddly
813	795		Communicative						Communicative
814	0		Relaxed						Relaxed
815	814		Calm						Calm
816	814		Breezy						Breezy
817	814		Sleepy						Sleepy
818	814		Released						Released
819	814		Chill						Chill
820	814		Resolved						Resolved
821	0		Attractive						Attractive
822	821		Captivating						Captivating
823	821		Pretty						Pretty
824	821		Funny						Funny
825	821		Jazzy						Jazzy
826	821		Irresistible						Irresistible
827	821		Handsome						Handsome
828	821		Goodlooking						Goodlooking
829	821		Desirable						Desirable
830	821		Appealing						Appealing
831	821		Popular						Popular
832	821		Lovely						Lovely
833	821		Beautiful						Beautiful
834	821		Hot						Hot
835	821		Gorgeous						Gorgeous
836	821		Interesting						Interesting
837	821		Dandy						Dandy
838	821		Sexy						Sexy
839	821		Dapper						Dapper
840	821		Welldressed						Welldressed
841	821		Coordinated						Coordinated
842	821		Stylish						Stylish
843	821		Debonair						Debonair
