Index	Parent	Start	Move	End	Tags	Origin	Date	Video	Description
121	10		Dynamic						Dynamic
122	10		Tenacious						Tenacious
123	10		Hardy						Hardy
124	10		Secure						Secure
125	0		Angry						Angry
126	0		Depressed						Depressed
127	0		Confused						Confused
128	0		Helpless						Helpless
129	0		Indifferent						Indifferent
130	0		Afraid						Afraid
131	0		Hurt						Hurt
132	0		Sad						Sad
133	125		Irritated						Irritated
134	125		Enraged						Enraged
135	125		Hostile						Hostile
136	125		Insulting						Insulting
137	125		Sore						Sore
138	125		Annoyed						Annoyed
139	125		Upset						Upset
140	125		Hateful						Hateful
141	125		Unpleasant						Unpleasant
142	125		Offensive						Offensive
143	125		Bitter						Bitter
144	125		Aggressive						Aggressive
145	125		Resentful						Resentful
146	125		Inflamed						Inflamed
147	125		Provoked						Provoked
148	125		Incensed						Incensed
149	125		Infuriated						Infuriated
150	125		Cross						Cross
151	125		Worked up						Worked up
152	125		Boiling						Boiling
153	125		Fuming						Fuming
154	125		Indignant						Indignant
155	126		Lousy						Lousy
156	126		Disappointed						Disappointed
157	126		Discouraged						Discouraged
158	126		Ashamed						Ashamed
159	126		Powerless						Powerless
160	126		Diminished						Diminished
161	126		Guilty						Guilty
162	126		Dissatisfied						Dissatisfied
163	126		Miserable						Miserable
164	126		Detestable						Detestable
165	126		Repugnant						Repugnant
166	126		Despicable						Despicable
167	126		Disgusting						Disgusting
168	126		Abominable						Abominable
169	126		Terrible						Terrible
170	126		In despair						Despairing
171	126		Sulky						Sulky
172	126		Bad						Bad
173	126		A sense of loss						A sense of loss
174	127		Upset						Upset
175	127		Doubtful						Doubtful
176	127		Uncertain						Uncertain
177	127		Indecisive						Indecisive
178	127		Perplexed						Perplexed
179	127		Embarrassed						Embarrassed
180	127		Hesitant						Hesitant
181	127		Shy						Shy
182	127		Stupefied						Stupefied
183	127		Disillusioned						Disillusioned
184	127		Unbelieving						Unbelieving
185	127		Skeptical						Skeptical
186	127		Distrustful						Distrustful
187	127		Misgiving						Misgiving
188	127		Lost						Lost
189	127		Unsure						Unsure
190	127		Uneasy						Uneasy
191	127		Pessimistic						Pessimistic
192	127		Tense						Tense
193	128		Incapable						Incapable
194	128		Alone						Alone
195	128		Paralyzed						Paralyzed
196	128		Fatigued						Fatigued
197	128		Useless						Useless
198	128		Inferior						Inferior
199	128		Vulnerable						Vulnerable
200	128		Empty						Empty
201	128		Forced						Forced
202	128		Hesitant						Hesitant
203	128		Despair						Despairing
204	128		Frustrated						Frustrated
205	128		Distressed						Distressed
206	128		Woeful						Woeful
207	128		Pathetic						Pathetic
208	128		Tragic						Tragic
209	128		In a stew						In a stew
210	128		Dominated						Dominated
211	129		Insensitive						Insensitive
212	129		Dull						Dull
213	129		Nonchalant						Nonchalant
214	129		Neutral						Neutral
215	129		Reserved						Reserved
216	129		Weary						Weary
217	129		Bored						Bored
218	129		Preoccupied						Preoccupied
219	129		Cold						Cold
220	129		Disinterested						Disinterested
221	129		Lifeless						Lifeless
222	130		Fearful						Fearful
223	130		Terrified						Terrified
224	130		Suspicious						Suspicious
225	130		Anxious						Anxious
226	130		Alarmed						Alarmed
227	130		Panic						Panic
228	130		Nervous						Nervous
229	130		Scared						Scared
230	130		Worried						Worried
231	130		Frightened						Frightened
232	130		Timid						Timid
233	130		Shaky						Shaky
234	130		Restless						Restless
235	130		Doubtful						Doubtful
236	130		Threatened						Threatened
237	130		Cowardly						Cowardly
238	130		Quaking						Quaking
239	130		Menaced						Menaced
240	130		Wary						Wary
241	131		Crushed						Crushed
242	131		Tormented						Tormented
243	131		Deprived						Deprived
244	131		Pained						Pained
245	131		Tortured						Tortured
246	131		Dejected						Dejected
247	131		Rejected						Rejected
248	131		Injured						Injured
249	131		Offended						Offended
250	131		Afflicted						Afflicted
251	131		Aching						Aching
252	131		Victimized						Victimized
253	131		Heartbroken						Heartbroken
254	131		Agonized						Agonized
255	131		Appalled						Appalled
256	131		Humiliated						Humiliated
257	131		Wronged						Wronged
258	131		Alienated						Alienated
259	132		Tearful						Tearful
260	132		Sorrowful						Sorrowful
261	132		Pained						Pained
262	132		Grief						Grief
263	132		Anguish						Anguished
264	132		Desolate						Desolate
265	132		Desperate						Desperate
266	132		Pessimistic						Pessimistic
267	132		Unhappy						Unhappy
268	132		Lonely						Lonely
269	132		Grieved						Grieved
270	132		Mournful						Mournful
271	132		Dismayed						Dismayed
